year,city,total_buildings,total_dwellings,build_flow,dwell_flow,value,destruction_share,east_germany,income,interpolated,grow5_index_ann,grow5_hu_ann,p_q5,growth5sum,inelasticity_cutoff,demand_cutoff,inelasticity_cutoff_lag,demand_cutoff_lag,p_q5_lag,growth5sum_lag,superstar,growth_window
2015,Karlsruhe,619366,1380746,4377,8588,118.52,0.2478,0,23976,FALSE,0.05742182465630585,0.004657397768080607,12.329164807404966,0.06207922242438646,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,0.9071545932187453,0.00811320151545325,0,NA
2015,Köln,285594,834652,5439,13981,116.76,0.7003,0,24264,FALSE,0.0456574644324641,0.013455530107140845,3.393211866712981,0.059112994539604946,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,0.6336503694795114,0.02075277690099897,0,NA
2015,Lübeck,42820,119158,45,93,95.62,0.1959,0,22476,FALSE,0.02938335860979291,0.0028473031187012943,10.319715669470128,0.0322306617284942,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,5.353494638240627,0.018351592110461334,0,NA
2015,München,159522,818527,1734,7311,164.21,0.33,0,28992,FALSE,0.0799392580890308,0.007138783138764815,11.197882963406878,0.08707804122779561,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,7.013010709490605,0.045789656904844156,1,NA
2015,Münster,160569,335395,3954,8186,118.28,0.3931,0,23820,FALSE,0.05254605146682256,0.02149169884333224,2.444946388364495,0.0740377503101548,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,1.1424862351498766,0.041772192229800664,0,NA
2015,Potsdam,38749,113933,1075,2090,161.31,0.2,1,22716,FALSE,0.059035704919709,0.01129320370725262,5.2275427283575535,0.07032890862696162,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,0.8059269953834326,0.019952679032126497,0,NA
2015,Stuttgart,894813,1981397,5388,14449,129.9,0.2979,0,27468,FALSE,0.060895169700232676,0.005074121752475014,12.001125055883755,0.06596929145270769,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,1.3146674273871022,0.010570214375541953,0,NA
2015,Wiesbaden,37606,142182,183,633,98.69,0.2235,0,27768,FALSE,0.03488627150081158,0.0026128080151972544,13.352022535868498,0.03749907951600884,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,1.7119425841061084,0.007694263392673317,0,NA
2016,Berlin,345021,1967750,4434,21216,147.08,0.3703,0,23232,FALSE,0.08034596748648304,0.005051704383218336,15.904724701110933,0.08539767186970137,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,12.608909819333652,0.03631278293169293,0,NA
2016,Bonn,56223,166887,203,1450,116.64,0.472,0,26700,FALSE,0.0507379904511438,0.00426281299633291,11.902466867486615,0.05500080344747671,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,6.326015243890174,0.024036778226941502,0,NA
2016,Chemnitz,33586,170651,231,306,55.38,0.25,1,21132,FALSE,-0.016780797149694715,0.0014939180032835786,-11.232743104247435,-0.015286879146411136,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,-65.18928047156501,-0.0688128125347256,0,NA
2016,Dortmund,95416,317072,433,857,83.48,0.6583,0,22716,FALSE,0.03367372481084474,0.0022518488480947063,14.953812214943355,0.03592557365893945,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,0.9343089858841198,0.004240301246142941,0,NA
2016,Dresden,57674,299138,465,2542,105.85,0.6,1,22560,FALSE,0.041346402022782724,0.0031225954837026393,13.241036899776702,0.044468997506485364,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,6.042155128449607,0.01252919284826981,0,NA
2016,Duisburg,82116,267072,139,321,60.71,0.6479,0,23016,FALSE,-0.004485214494246548,0.0013972227481884314,-3.210092664223976,-0.0030879917460581163,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,-16.972592412910462,-0.019706175421082883,0,NA
2016,Düsseldorf,201514,602004,4300,11701,127.81,0.5091,0,26772,FALSE,0.05367122660993151,0.013811371760329205,3.8860170836971384,0.06748259837026072,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,2.5867905515014415,0.04132610077683507,0,NA
2016,Erfurt,28038,117646,114,254,133.32,NA,NA,22428,FALSE,0.043236617572924185,0.0020749728174593862,20.837197099219573,0.04531159039038357,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,21.17215222774675,0.04363605027645545,0,NA
2016,Frankfurt,78374,375816,456,3554,139.75,0.4497,0,21408,FALSE,0.062163712134019944,0.006941862879445093,8.954903491120108,0.06910557501346504,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,6.5109868230034085,0.03850432185942543,0,NA
2016,Hamburg,251395,924524,1438,7050,148.88,0.535,0,26244,FALSE,0.05090492950402892,0.00505385923445778,10.072486617148611,0.0559587887384867,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,17.94765599497552,0.05520500161158082,0,NA
2016,Karlsruhe,623743,1389334,3992,9036,131.97,0.2478,0,24876,FALSE,0.05853493002072452,0.004896741803318783,11.953852657914755,0.0634316718240433,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,7.567272547189377,0.033629972737338365,0,NA
2016,Köln,291033,848633,5448,15792,125.58,0.7003,0,25284,FALSE,0.05339458150102394,0.013799890167700779,3.86920336699463,0.06719447166872472,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,2.503035476706756,0.04270377697099881,0,NA
2016,Lübeck,42865,119251,256,840,109.06,0.1959,0,22152,FALSE,0.048461884841817016,0.001995946415702665,24.28015324487366,0.05045783125751968,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,11.291042525082094,0.040751931061274504,0,NA
2016,München,161256,825838,1636,7893,183.21,0.33,0,29772,FALSE,0.0812160973737126,0.007075999215034212,11.477686034949613,0.08829209658874682,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,10.513412606487181,0.06894769651253685,0,NA
2016,Münster,164523,343581,3924,9200,122.32,0.3931,0,25344,FALSE,0.042328812100625335,0.02165997756667304,1.9542408098221784,0.06398878966729837,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,2.5442386118927036,0.06378314935417273,0,NA
2016,Potsdam,39824,116023,1063,2562,162.86,0.2,1,24768,FALSE,0.04135567685158059,0.012670490715152027,3.2639364789656753,0.05402616756673262,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,2.9625650924016904,0.043144403559198796,0,NA
2016,Stuttgart,900201,1995846,5002,13716,145.78,0.2979,0,28104,FALSE,0.07431175546321334,0.005389677232740198,13.787793267433207,0.07970143269595353,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,5.5440987670947885,0.028673175673352924,0,NA
2016,Wiesbaden,37789,142815,161,469,109.12,0.2235,0,28404,FALSE,0.04558206723004732,0.0028815868658533805,15.818390821457402,0.0484636540959007,11.690076451218115,0.055479796092981704,6.18408518616989,0.03740855239555918,6.890275523402197,0.02081207173357469,0,NA
2017,Berlin,349455,1988966,3886,25570,166.99,0.3703,0,23988,FALSE,0.0908497073904746,0.0063343054553401945,14.342489169650465,0.0971840128458148,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,18.819861116257268,0.05762362750761252,1,NA
2017,Bonn,56426,168337,190,1259,122.82,0.472,0,27108,FALSE,0.047019948109866094,0.004902059868434394,9.591875532291937,0.05192200797830049,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,8.673376363138184,0.032993490689054106,0,NA
2017,Chemnitz,33817,170957,252,478,58.62,0.25,1,22824,FALSE,0.0062924284115259965,0.001579784853177335,3.9830920007052724,0.007872213264703332,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,-68.40657553597211,-0.069603577126081,0,NA
2017,Dortmund,95849,317929,568,1315,84.2,0.6583,0,23748,FALSE,0.03148595574320767,0.00242116862540942,13.004445627112565,0.03390712436861709,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,5.3308340641143825,0.013456179768400744,0,NA
2017,Dresden,58139,301680,401,2245,110.75,0.6,1,23808,FALSE,0.04592302621487798,0.00413255253336664,11.112508756777054,0.05005557874824462,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,7.2579595963361,0.01724246222676884,0,NA
2017,Duisburg,82255,267393,238,540,59.55,0.6479,0,22536,FALSE,0.0032557408978819424,0.001222151551119044,2.6639420413130224,0.004477892449000986,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,-11.916654862101028,-0.013829409202922749,0,NA
2017,Düsseldorf,205814,613705,4010,12752,136.72,0.5091,0,26652,FALSE,0.05988619281753915,0.014325013330959813,4.180533129983944,0.07421120614849896,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,2.90294409167108,0.04527377771866514,0,NA
2017,Erfurt,28152,117900,203,410,137.62,NA,NA,22572,FALSE,0.05058303035906153,0.001969170840054213,25.6874768456702,0.052552201199115745,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,16.29188992346934,0.03501889358212362,0,NA
2017,Frankfurt,78830,379370,463,4121,153.46,0.4497,0,22668,FALSE,0.06839340333752308,0.0076082120486495874,8.989418657128846,0.07600161538617267,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,7.849301506809913,0.04667912803577945,0,NA
2017,Hamburg,252833,931574,1700,6828,159.36,0.535,0,27012,FALSE,0.053109812566584536,0.0058447129852707835,9.086812765729672,0.05895452555185532,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,18.411042612091332,0.05562618258639063,0,NA
2017,Karlsruhe,627735,1398370,4126,9446,139.48,0.2478,0,24540,FALSE,0.05492279004057177,0.004846671746385756,11.332063097016755,0.05976946178695752,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,10.190893753185762,0.04834623206235533,1,NA
2017,Köln,296481,864425,5150,13916,137.66,0.7003,0,25716,FALSE,0.057823881822700374,0.014324717777947082,4.036650684435843,0.07214859960064746,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,2.523598848046087,0.0420512436612257,0,NA
2017,Lübeck,43121,120091,130,371,112.95,0.1959,0,22332,FALSE,0.03918786000166463,0.0026201657769664433,14.956252137235099,0.041808025778631075,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,12.451216650014118,0.047735933686478216,0,NA
2017,München,162892,833731,2233,8779,200.68,0.33,0,31056,FALSE,0.07661513407395937,0.007610530975776797,10.066989322796806,0.08422566504973616,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,13.437737790668113,0.0842262036362249,1,NA
2017,Münster,168447,352781,4047,9916,131.18,0.3931,0,25068,FALSE,0.05179273085850178,0.02122101337097737,2.4406341937155274,0.07301374422947915,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,2.144060988333731,0.06034626543237964,0,NA
2017,Potsdam,40887,118585,971,2399,173.65,0.2,1,25536,FALSE,0.03841535320584111,0.014212081830218715,2.703006756136157,0.05262743503605982,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,4.142983523582874,0.05741512194047038,0,NA
2017,Stuttgart,905203,2009562,4860,13504,160.72,0.2979,0,28764,FALSE,0.08175282270306772,0.005441312475144455,15.02446754831836,0.08719413517821217,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,6.5838790035208685,0.03458968094374559,0,NA
2017,Wiesbaden,37950,143284,82,376,117.41,0.2235,0,28776,FALSE,0.04968938007574142,0.0030638908186588765,16.21773849548967,0.052753270894400295,9.829432427544372,0.05585389822312781,7.553630551573006,0.04366251068994542,11.369230880320389,0.030430001118904038,0,NA
2018,Berlin,353341,2014536,4202,28654,183.6,0.3703,0,24864,FALSE,0.09197904782245758,0.007963449066473949,11.550152082932076,0.09994249688893153,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,21.469294898644304,0.07302317560286009,1,NA
2018,Bonn,56616,169596,223,1154,130.99,0.472,0,28608,FALSE,0.045983142434460555,0.005556177381142113,8.276039312662904,0.05153931981560267,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,12.903584184139817,0.047530683830703246,0,NA
2018,Chemnitz,34069,171435,165,377,61.99,0.25,1,23748,FALSE,0.02828701241542686,0.0019007194454292442,14.8822660195591,0.030187731860856104,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,-43.75881587742628,-0.0446065179425551,0,NA
2018,Dortmund,96417,319244,517,1409,94.25,0.6583,0,24192,FALSE,0.050020877417689125,0.0025357468762414737,19.72628967282054,0.0525566242939306,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,3.8416111763434855,0.011324990960076331,0,NA
2018,Dresden,58540,303925,379,2103,116.45,0.6,1,24408,FALSE,0.044097469465548045,0.005072248207872221,8.693870579343491,0.049169717673420266,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,11.496094070379595,0.028874062920781318,0,NA
2018,Duisburg,82493,267933,244,712,65.36,0.6479,0,23568,FALSE,0.02030547437717023,0.0012918806998922783,15.717762777060896,0.021597355077062508,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,-14.585635075446618,-0.018313276805332124,0,NA
2018,Düsseldorf,209824,626457,3934,12111,146.47,0.5091,0,27180,FALSE,0.056188697327388626,0.015208246966915917,3.6946202576550573,0.07139694429430454,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,3.7682875723248115,0.057994566306272866,0,NA
2018,Erfurt,28355,118310,122,433,145.53,NA,NA,23304,FALSE,0.04807059204129582,0.0022002319411729143,21.84796572659064,0.05027082398246874,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,20.156969244477004,0.04413759290761754,0,NA
2018,Frankfurt,79293,383491,386,3318,169.11,0.4497,0,24732,FALSE,0.07808363214925573,0.008231429241044363,9.486035761554923,0.0863150613903001,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,8.257747395401802,0.049823337278041,0,NA
2018,Hamburg,254533,938402,1882,9700,168.87,0.535,0,27756,FALSE,0.05432886652624802,0.005994845421140704,9.062596732629393,0.060323711947388725,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,14.847407907675429,0.05492038162593271,0,NA
2018,Karlsruhe,631861,1407816,4298,9484,147.47,0.2478,0,25980,FALSE,0.059784977632008296,0.005128194526090368,11.65809474033099,0.06491317215809866,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,9.182530389753534,0.043992096055929464,0,NA
2018,Köln,301631,878341,5156,15736,146.01,0.7003,0,26400,FALSE,0.05719941510513449,0.014171959231596087,4.036097914931168,0.07137137433673058,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,3.2552124246783207,0.053014011550539974,0,NA
2018,Lübeck,43251,120462,97,421,123.18,0.1959,0,23724,FALSE,0.053194246567992653,0.002968256260873492,17.921042488541325,0.056162502828866145,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,14.730535362629888,0.04337728643007188,0,NA
2018,München,165125,842510,1959,9583,215.66,0.33,0,32436,FALSE,0.07567370896101777,0.007667041727194679,9.870000927816301,0.08334075068821245,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,12.526762477345587,0.0876660158218987,0,NA
2018,Münster,172494,362697,3844,8741,136.76,0.3931,0,26832,FALSE,0.03999398830382095,0.02122393016759694,1.8843818269285812,0.06121791847141789,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,2.6236616850877637,0.07592496265421644,0,NA
2018,Potsdam,41858,120984,889,2979,197.7,0.2,1,25380,FALSE,0.06400999124450157,0.015372133411929445,4.164027824194333,0.07938212465643102,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,3.700216929343103,0.052579587699770114,0,NA
2018,Stuttgart,910063,2023066,5109,13851,170.54,0.2979,0,30036,FALSE,0.0784927032465883,0.00554557275414802,14.154120183145505,0.08403827600073632,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,9.385158531447887,0.04908221917518274,1,NA
2018,Wiesbaden,38032,143660,120,611,120.81,0.2235,0,29268,FALSE,0.05301592453966153,0.002846080757963332,18.62769508255274,0.05586200529762486,10.71007650537419,0.060770815209403306,9.283844460600712,0.04830645150294299,10.916673635918464,0.03083031617924603,0,NA
2019,Berlin,357543,2043190,4288,33538,199.77,0.3703,0,25704,FALSE,0.09161362689063446,0.0093449075566984785,9.803588353847902,0.10095853444733294,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,18.266745017937513,0.07707691206275591,0,2015-2019
2019,Bonn,56839,170750,226,1110,140.04,0.472,0,29232,FALSE,0.06682759407980798,0.005984738700469894,11.166334475816127,0.07281233278027788,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,7.958867226059607,0.03236009135515894,0,2015-2019
2019,Chemnitz,34234,171812,153,442,72.39,0.25,1,23940,FALSE,0.06329918966889458,0.001857676227143612,34.074392913034295,0.0651568658960382,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,-20.097831361858834,-0.02568299874136115,0,2015-2019
2019,Dortmund,96934,320653,335,1306,101.78,0.6583,0,24600,FALSE,0.05954327766243872,0.0028166962116009664,21.139403467509634,0.06235997387403969,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,4.997323221188943,0.013816698401784233,0,2015-2019
2019,Dresden,58919,306028,302,2350,127.69,0.6,1,25140,FALSE,0.0509860534798654,0.005579937547750546,9.137387836969525,0.05656599102761595,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,14.420540657229918,0.04369327049192728,0,2015-2019
2019,Duisburg,82737,268645,232,585,68.86,0.6479,0,24660,FALSE,0.04646910616857536,0.0014528293760946998,31.98524681094166,0.04792193554467006,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,-17.02869096414391,-0.02372413360888148,0,2015-2019
2019,Düsseldorf,213758,638568,4212,12969,160.7,0.5091,0,28044,FALSE,0.06230004258184274,0.015085069532117856,4.129914180985295,0.0773851121139606,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,3.849561428840754,0.06388586376915062,0,2015-2019
2019,Erfurt,28477,118743,81,233,152.23,NA,NA,24324,FALSE,0.04574948828150793,0.0023475272977018236,19.4883732880532,0.048097015579209756,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,17.498068433458208,0.03649907324912016,0,2015-2019
2019,Frankfurt,79679,386809,406,4019,184.12,0.4497,0,24792,FALSE,0.08060255469670707,0.008002253216291999,10.072482401907278,0.08860480791299907,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,8.252078169421479,0.054238571511773914,0,2015-2019
2019,Hamburg,256415,948102,1900,9079,180.51,0.535,0,28416,FALSE,0.054366227138854084,0.00672418514500972,8.085177009024116,0.061090412283863804,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,11.964752165619755,0.05340876619674306,0,2015-2019
2019,Karlsruhe,636159,1417300,3792,8210,158.83,0.2478,0,27024,FALSE,0.06029857716182607,0.005239623138435956,11.508189724466593,0.06553820030026203,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,12.329164807404966,0.06207922242438646,0,2015-2019
2019,Köln,306787,894077,5380,15041,155.12,0.7003,0,27444,FALSE,0.05846071068781988,0.013850446812773809,4.220853773027994,0.07231115750059369,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,3.393211866712981,0.059112994539604946,0,2015-2019
2019,Lübeck,43348,120883,137,810,131.53,0.1959,0,25272,FALSE,0.06584785653461656,0.0028786939265696976,22.87421247769888,0.06872655046118625,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,10.319715669470128,0.0322306617284942,0,2015-2019
2019,München,167084,852093,1500,8329,226.99,0.33,0,33972,FALSE,0.06689437341201399,0.008070248781789191,8.289010069053084,0.07496462219380318,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,11.197882963406878,0.08707804122779561,0,2015-2019
2019,Münster,176338,371438,3831,9294,153.22,0.3931,0,27096,FALSE,0.0531271966760154,0.02062440677813049,2.575938171096873,0.07375160345414589,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,2.444946388364495,0.0740377503101548,0,2015-2019
2019,Potsdam,42747,123963,932,2493,222.35,0.2,1,24264,FALSE,0.06628958811266683,0.017017694393502758,3.895333091536522,0.08330728250616959,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,5.2275427283575535,0.07032890862696162,0,2015-2019
2019,Stuttgart,915172,2036917,4678,12523,182.34,0.2979,0,31680,FALSE,0.07017440497583327,0.00554235005650261,12.66148912653046,0.07571675503233588,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,12.001125055883755,0.06596929145270769,1,2015-2019
2019,Wiesbaden,38152,144271,119,393,129.65,0.2235,0,31008,FALSE,0.0560874322628504,0.0029213685652480503,19.1990264186635,0.05900880082809845,10.619408438861702,0.07051885398088997,9.285896919445804,0.05382366885425849,13.352022535868498,0.03749907951600884,0,2015-2019
2020,Berlin,361831,2076728,3178,29408,213.81,0.3703,0,NA,NA,0.07769254463633435,0.010838883698010227,7.167947069179914,0.08853142833434458,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,15.904724701110933,0.08539767186970137,0,NA
2020,Bonn,57065,171860,164,1064,154.08,0.472,0,NA,NA,0.05725500988343302,0.005889928861490645,9.72083215771518,0.06314493874492366,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,11.902466867486615,0.05500080344747671,0,NA
2020,Chemnitz,34387,172254,171,410,79.96,0.25,1,NA,NA,0.07622720700781138,0.001871668669751525,40.72687022000053,0.0780988756775629,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,-11.232743104247435,-0.015286879146411136,0,NA
2020,Dortmund,97269,321959,416,1636,110.95,0.6583,0,NA,NA,0.05854414231924587,0.0030637498816050712,19.108655922191378,0.061607892200850944,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,14.953812214943355,0.03592557365893945,0,NA
2020,Dresden,59221,308378,345,2786,143.63,0.6,1,NA,NA,0.06294516210849777,0.00610280627071913,10.31413407476239,0.0690479683792169,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,13.241036899776702,0.044468997506485364,0,NA
2020,Duisburg,82969,269230,185,434,76.07,0.6479,0,NA,NA,0.04614199611507552,0.001610845600156674,28.644580281677936,0.0477528417152322,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,-3.210092664223976,-0.0030879917460581163,0,NA
2020,Düsseldorf,217970,651537,3879,11958,177.79,0.5091,0,NA,NA,0.06823917113517264,0.015939722789411137,4.281076404948797,0.08417889392458378,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,3.8860170836971384,0.06748259837026072,0,NA
2020,Erfurt,28558,118976,122,301,167.41,NA,NA,NA,NA,0.04659153622362511,0.0022508647318943975,20.69939413214415,0.048842400955519505,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,20.837197099219573,0.04531159039038357,0,NA
2020,Frankfurt,80085,390828,390,3465,196.2,0.4497,0,NA,NA,0.07021106605807059,0.007864343487020697,8.927772060560025,0.07807540954509129,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,8.954903491120108,0.06910557501346504,0,NA
2020,Hamburg,258315,957181,1624,10640,201.25,0.535,0,NA,NA,0.06213545396510467,0.0069668555685007405,8.918722851961771,0.06910230953360541,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,10.072486617148611,0.0559587887384867,0,NA
2020,Karlsruhe,639951,1425510,4748,11223,176.29,0.2478,0,NA,NA,0.05962084257725686,0.0051542675288527295,11.567277453781616,0.06477511010610959,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,11.953852657914755,0.0634316718240433,0,NA
2020,Köln,312167,909118,4878,13933,171.41,0.7003,0,NA,NA,0.06419970754348014,0.01386485361565426,4.630392020222614,0.0780645611591344,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,3.86920336699463,0.06719447166872472,0,NA
2020,Lübeck,43485,121693,264,910,146.54,0.1959,0,NA,NA,0.06086015691273139,0.004062422232032237,14.98124848590294,0.06492257914476363,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,24.28015324487366,0.05045783125751968,0,NA
2020,München,168584,860422,1684,8755,244.22,0.33,0,NA,NA,0.05917180267041444,0.008238619812326986,7.182247029032579,0.06741042248274143,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,11.477686034949613,0.08829209658874682,0,NA
2020,Münster,180169,380732,4105,10085,168.51,0.3931,0,NA,NA,0.06616799455502997,0.0207468495070966,3.1893032497486797,0.08691484406212657,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,1.9542408098221784,0.06398878966729837,0,NA
2020,Potsdam,43679,126456,771,1529,239.35,0.2,1,NA,NA,0.0800498483600427,0.017370334519273722,4.6084229564618475,0.09742018287931642,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,3.2639364789656753,0.05402616756673262,0,NA
2020,Stuttgart,919850,2049440,5154,13636,195.24,0.2979,0,NA,NA,0.060166728733451524,0.005313781219429714,11.322771158408502,0.06548050995288124,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,13.787793267433207,0.07970143269595353,0,NA
2020,Wiesbaden,38271,144664,232,743,141.84,0.2235,0,NA,NA,0.05385017760877098,0.002576057484149352,20.90410557222212,0.05642623509292033,10.017483116238784,0.06822919543097916,11.690076451218115,0.055479796092981704,15.818390821457402,0.0484636540959007,0,NA
2021,Berlin,365009,2106136,3736,28268,233.44,0.3703,0,NA,NA,0.06929358646214734,0.011513795980555797,6.01830938981102,0.08080738244270314,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,14.342489169650465,0.0971840128458148,0,NA
2021,Bonn,57229,172924,126,1185,169.4,0.472,0,NA,NA,0.06642142715690014,0.005391335034872435,12.320033299223768,0.07181276219177257,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,9.591875532291937,0.05192200797830049,0,NA
2021,Chemnitz,34558,172664,131,243,89.58,0.25,1,NA,NA,0.08851156799378845,0.001989064883132885,44.49908534626479,0.09050063287692134,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,3.9830920007052724,0.007872213264703332,0,NA
2021,Dortmund,97685,323595,325,1489,125.42,0.6583,0,NA,NA,0.08295632214188298,0.0035391774464907932,23.439435686994674,0.08649549958837377,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,13.004445627112565,0.03390712436861709,0,NA
2021,Dresden,59566,311164,226,1638,157.1,0.6,1,NA,NA,0.0724239146661072,0.00620985196437851,11.662744149385771,0.07863376663048571,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,11.112508756777054,0.05005557874824462,0,NA
2021,Duisburg,83154,269664,141,591,86.19,0.6479,0,NA,NA,0.0767503534104228,0.0016928819645862792,45.33709674742722,0.07844323537500908,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,2.6639420413130224,0.004477892449000986,0,NA
2021,Düsseldorf,221849,663495,3486,12039,196.4,0.5091,0,NA,NA,0.07513224371467597,0.015723729358620764,4.77827123585561,0.09085597307329674,11.417669796123052,0.0785385010027474,9.829432427544372,0.05585389822312781,4.180533129983944,0.07421120614849896,0,NA
