year,city,total_buildings,total_dwellings,build_flow,dwell_flow,value,destruction_share,east_germany,income,interpolated,grow5_index_ann,grow5_hu_ann,p_q5,growth5sum,inelasticity_cutoff,demand_cutoff,inelasticity_cutoff_lag,demand_cutoff_lag,p_q5_lag,growth5sum_lag,superstar,growth_window
2009,Wiesbaden,36453,139386,227,429,80.26,0.2235,0,24100,FALSE,-0.008855245511433685,0.002716676623114367,-3.259587628534946,-0.006138568888319318,-0.406433598816493,0.004504565708900399,-4.689046924908588,-0.011550843477815098,-6.954534286456956,-0.020289788488095817,0,2005-2009
2010,Berlin,322519,1905046,2924,6748,84.4,0.3703,0,18900,FALSE,0.007017383522377241,0.001875129240282103,3.7423465922388974,0.008892512762659344,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-13.813891797812081,-0.019250757407980545,0,NA
2010,Bonn,54798,162171,340,599,84.31,0.472,0,24600,FALSE,-0.0018870284297101136,0.0038511907452771776,-0.4899857094910786,0.001964162315567064,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-1.0450706268307388,-1.6133698246845185e-4,0,NA
2010,Chemnitz,32500,168932,116,153,68.11,0.25,1,17500,FALSE,-0.05033997507267263,0.0011332914180715026,-44.419267868749124,-0.049206683654601124,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-1.119032625520444,-2.491488242200024e-4,0,NA
2010,Dortmund,92499,311566,528,992,70.61,0.6583,0,20300,FALSE,-0.019207078340410244,0.0023120939251246586,-8.307222354461521,-0.016894984415285585,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-10.940869576011957,-0.03300311014514301,0,NA
2010,Dresden,55276,292933,364,517,82.32,0.6,1,18200,FALSE,-0.00886979463504134,0.0014992108393168113,-5.9163090356812615,-0.007370583795724528,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-6.665185569409569,-0.010703066484894053,0,NA
2010,Duisburg,80758,264422,199,315,65.28,0.6479,0,19800,FALSE,-0.018695580725093364,0.0017396090434969036,-10.74700134204415,-0.01695597168159646,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-16.260561632278694,-0.03664795799477505,0,NA
2010,Düsseldorf,175615,546845,4100,8133,89.07,0.5091,0,22700,FALSE,6.975390431627204e-4,0.014525779626719082,0.04802076453642803,0.015223318669881802,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-0.7528357839171415,0.005310171168443345,1,NA
2010,Erfurt,26932,115804,205,404,93.66,NA,NA,18900,FALSE,0.024016719261799047,0.0017186109593745336,13.974494419923648,0.02573533022117358,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,0.44126822516511466,0.005287304221910816,1,NA
2010,Frankfurt,75204,358343,557,2648,93.43,0.4497,0,18600,FALSE,0.014783304489119242,0.005286203151803726,2.7965827389881857,0.020069507640922968,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-4.6000719042076,-0.01765158253910193,0,NA
2010,Hamburg,242463,895154,1286,3051,100.86,0.535,0,22600,FALSE,0.01624990328570819,0.003041564091537774,5.3426141276846995,0.019291467377245963,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-2.0683823430941186,-0.0032570306481919387,1,NA
2010,Karlsruhe,599288,1343004,3569,6033,90.81,0.2478,0,22600,FALSE,1.5423938685499294e-4,0.004651234336998211,0.03316095807689086,0.004805473723853204,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-2.533480477296173,-0.008083970125016715,0,NA
2010,Köln,255565,769518,5672,11178,90.63,0.7003,0,21600,FALSE,-0.004097873252048467,0.01374768843362495,-0.29807725653904366,0.009649815181576482,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-0.6973097482057296,0.005491117002862422,0,NA
2010,Lübeck,41919,117067,196,409,77.9,0.1959,0,18700,FALSE,-0.00679137300652588,0.0030255522295352666,-2.244672209003331,-0.003765820776990614,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-9.365577637697143,-0.02813992980606206,0,NA
2010,München,150727,785167,1242,4759,101.36,0.33,0,25100,FALSE,0.01681876481519118,0.008816189355051796,1.9077136547156623,0.025634954170242974,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-2.7392707234653093,-0.012273654847924198,0,NA
2010,Münster,139632,294382,3863,7184,86.02,0.3931,0,22900,FALSE,0.003785938499992092,0.021050547072900327,0.17984988641297428,0.02483648557289242,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-0.5949062479858022,0.012162780979114829,1,NA
2010,Potsdam,33929,106034,928,1678,118.36,0.2,1,20400,FALSE,0.03511624310371175,0.010416402332284802,3.3712448870059273,0.045532645435996555,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,0.20340818149717405,0.018708936044221636,1,NA
2010,Stuttgart,868446,1922041,4734,9843,94.08,0.2979,0,24400,FALSE,-0.0027618325052282122,0.005060418547501611,-0.5457715561080935,0.0022985860422733984,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-0.6955488836137028,0.001812728095211491,0,NA
2010,Wiesbaden,36680,139815,275,524,81.18,0.2235,0,24500,FALSE,-0.006071609754056628,0.002756257367250603,-2.2028457234068552,-0.0033153523868060253,-0.1324581492310764,0.006848993243256274,-2.3009314101951457,-0.005670500386604327,-4.89536822900818,-0.012439615260322445,0,NA
2011,Berlin,325443,1911794,3144,6998,90.58,0.3703,0,19200,FALSE,0.013897412146729016,0.002288678864695637,6.072242096130504,0.016186091011424653,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-2.95815743703378,-0.0025999749576959275,0,NA
2011,Bonn,55138,162770,276,605,87.95,0.472,0,25100,FALSE,0.008704878701621066,0.003604417680031835,2.415058263043528,0.012309296381652901,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-1.0896042567865705,-3.0130814595885624e-4,0,NA
2011,Chemnitz,32616,169085,224,297,61.08,0.25,1,17700,FALSE,-0.06296225899298813,0.0010132153772957064,-62.14104168161734,-0.06194904361569242,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-9.884025552611222,-0.015340806164186427,0,NA
2011,Dortmund,93027,312558,551,968,71.98,0.6583,0,20100,FALSE,-0.015506252304474666,0.002139347650328638,-7.248121782400657,-0.013366904654146028,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-7.316126260259829,-0.019135205711927172,0,NA
2011,Dresden,55640,293450,407,1061,81.51,0.6,1,18700,FALSE,-0.010183144583315595,0.0014147426050272749,-7.19787793703949,-0.00876840197828832,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-9.1907127043672,-0.014286762376317985,0,NA
2011,Duisburg,80957,264737,188,477,62.34,0.6479,0,20000,FALSE,-0.0196693734327128,0.0015239195205531963,-12.907094611907485,-0.018145453912159604,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-14.97691260523227,-0.030446902227626804,0,NA
2011,Düsseldorf,179715,554978,4119,7122,92.76,0.5091,0,22500,FALSE,0.017722198073285345,0.013124544636049285,1.3503095585204268,0.03084674270933463,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-0.524982823798012,0.009511812754011917,1,NA
2011,Erfurt,27137,116208,113,225,102.72,NA,NA,20200,FALSE,0.0343013058176771,0.0019388042028609664,17.691990644058283,0.03624011002053806,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,14.05855179547081,0.049124864492416265,1,NA
2011,Frankfurt,75761,360991,515,2048,98.67,0.4497,0,18000,FALSE,0.026297541852217332,0.005555243447681546,4.733823476843753,0.03185278529989888,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-3.213719096322124,-0.01148448420433179,0,NA
2011,Hamburg,243749,898205,1378,3307,108.91,0.535,0,22700,FALSE,0.03551838943212737,0.0028319466108539526,12.54204062180998,0.038350336042981326,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-2.5662458725977015,-0.0049483603217973515,1,NA
2011,Karlsruhe,602857,1349037,4043,6775,89.65,0.2478,0,23400,FALSE,0.003859114539860764,0.004254086975592486,0.9071545932187453,0.00811320151545325,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-3.1454430360592047,-0.01124242261970465,0,NA
2011,Köln,261237,780696,5989,11730,93.4,0.7003,0,21600,FALSE,0.00804946088631775,0.01270331601468122,0.6336503694795114,0.02075277690099897,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-1.0446031183555098,-7.770376081805974e-4,0,NA
2011,Lübeck,42115,117476,177,592,82.73,0.1959,0,19700,FALSE,0.015463167211193118,0.002888424899268216,5.353494638240627,0.018351592110461334,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-6.392480213975157,-0.019222901791871916,0,NA
2011,München,151969,789926,2093,7304,111.79,0.33,0,25400,FALSE,0.040075243363550506,0.00571441354129365,7.013010709490605,0.045789656904844156,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-1.816223645115616,-0.007911555886365607,0,NA
2011,Münster,143495,301566,4158,7106,91.56,0.3931,0,22800,FALSE,0.02227512777053775,0.019497064459262914,1.1424862351498766,0.041772192229800664,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-0.8473898268938,0.004382399867443598,0,NA
2011,Potsdam,34857,107712,889,1232,121.09,0.2,1,21500,FALSE,0.008904237382418412,0.011048441649708085,0.8059269953834326,0.019952679032126497,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,1.1182799860765384,0.026415965298256294,0,NA
2011,Stuttgart,873180,1931884,5298,11036,96.66,0.2979,0,24600,FALSE,0.00600359100214698,0.0045666233733949735,1.3146674273871022,0.010570214375541953,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-0.7730316205274709,0.0013398020592600979,0,NA
2011,Wiesbaden,36955,140339,198,436,83.14,0.2235,0,25700,FALSE,0.0048570855564731286,0.0028371778362001887,1.7119425841061084,0.007694263392673317,1.3324884929537646,0.017268841560942993,-2.762201654815741,-0.006429958104081479,-5.3161637427631945,-0.013342892023006647,0,NA
2012,Berlin,328587,1918792,4130,8360,99.94,0.3703,0,19700,FALSE,0.03364447346284005,0.002668309468852881,12.608909819333652,0.03631278293169293,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,7.9605705936477245,0.012045411445111176,0,NA
2012,Bonn,55414,163375,213,896,91.07,0.472,0,26000,FALSE,0.020755761545057316,0.0032810166818841857,6.326015243890174,0.024036778226941502,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-4.533296609334659,-0.013290733474688898,0,NA
2012,Chemnitz,32840,169382,167,231,60.27,0.25,1,18000,FALSE,-0.0698848421949616,0.0010720296602360069,-65.18928047156501,-0.0688128125347256,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-1.42378181742876,-6.489171008573491e-4,0,NA
2012,Dortmund,93578,313526,396,582,70.74,0.6583,0,20300,FALSE,0.0020481482462411105,0.0021921529999018308,0.9343089858841198,0.004240301246142941,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-11.770240598543706,-0.028840963387584573,0,NA
2012,Dresden,56047,294511,481,1012,86.44,0.6,1,18800,FALSE,0.010750022605675591,0.001779170242594219,6.042155128449607,0.01252919284826981,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-8.776424359553738,-0.013168311406577482,0,NA
2012,Duisburg,81145,265214,273,551,62.09,0.6479,0,20300,FALSE,-0.020939924765688622,0.001233749344605739,-16.972592412910462,-0.019706175421082883,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-10.150453968380964,-0.020698246993991254,0,NA
2012,Düsseldorf,183834,562100,4769,9476,98.41,0.5091,0,22700,FALSE,0.029804351685705166,0.011521749091129907,2.5867905515014415,0.04132610077683507,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-0.7366486805751095,0.004853160023679082,0,NA
2012,Erfurt,27250,116433,225,313,107.89,NA,NA,21100,FALSE,0.0416679936878015,0.0019680565886539547,21.17215222774675,0.04363605027645545,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,1.4301450443922652,0.005697134488957367,1,NA
2012,Frankfurt,76276,363039,549,2223,103.37,0.4497,0,17800,FALSE,0.033377921991234905,0.005126399868190523,6.5109868230034085,0.03850432185942543,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-0.33005100422653894,0.003453294495178505,1,NA
2012,Hamburg,245127,901512,1246,3309,116.15,0.535,0,23200,FALSE,0.05229144852479162,0.0029135530867892,17.94765599497552,0.05520500161158082,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-2.908456979268195,-0.005694631657325089,0,NA
2012,Karlsruhe,606900,1355812,4351,9158,99.3,0.2478,0,24200,FALSE,0.02970457261120707,0.003925400126131295,7.567272547189377,0.033629972737338365,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-3.0653997016974732,-0.010916558356571682,0,NA
2012,Köln,267226,792426,5704,12660,96.82,0.7003,0,22500,FALSE,0.030513270407489745,0.012190506563509063,2.503035476706756,0.04270377697099881,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-1.3750492117351405,-0.006188454231731089,0,NA
2012,Lübeck,42292,118068,196,462,86.08,0.1959,0,20400,FALSE,0.037436351363448805,0.003315579697825699,11.291042525082094,0.040751931061274504,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-5.369890553830148,-0.013214028475947437,0,NA
2012,München,154062,797230,1537,5487,123.99,0.33,0,26500,FALSE,0.06295922907294482,0.005988467439592027,10.513412606487181,0.06894769651253685,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-1.2186185700158574,-0.0021545297674586683,1,NA
2012,Münster,147653,308672,4542,8947,99.42,0.3931,0,22400,FALSE,0.04578685837642982,0.017996290977742913,2.5442386118927036,0.06378314935417273,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-0.8907866776737855,0.002967877080640946,0,NA
2012,Potsdam,35746,108944,1080,1562,132.99,0.2,1,21100,FALSE,0.03225640486311954,0.01088799869607926,2.9625650924016904,0.043144403559198796,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,2.9147253036450067,0.04604589287086136,0,NA
2012,Stuttgart,878478,1942920,5655,12850,101.87,0.2979,0,25600,FALSE,0.024291644053211714,0.00438153162014121,5.5440987670947885,0.028673175673352924,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-1.7778269691559743,-0.004515209658825348,0,NA
2012,Wiesbaden,37153,140775,129,334,87.32,0.2235,0,26300,FALSE,0.018174385423147754,0.0026376863104269344,6.890275523402197,0.02081207173357469,6.18408518616989,0.03740855239555918,-1.6008043932923672,-0.005104920658075218,-4.442449850869938,-0.010189275075764503,0,NA
2013,Berlin,332717,1927152,4020,9052,108.11,0.3703,0,20028,FALSE,0.05471625963204518,0.002907367875567335,18.819861116257268,0.05762362750761252,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,4.144535730181631,0.008316923922631725,1,NA
2013,Bonn,55627,164271,212,691,97.61,0.472,0,26292,FALSE,0.029582738388049812,0.003410752301004294,8.673376363138184,0.032993490689054106,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-1.9924066022539673,-0.0036721135246989833,0,NA
2013,Chemnitz,33007,169613,169,202,56.81,0.25,1,19104,FALSE,-0.07063617040904546,0.0010325932829644557,-68.40657553597211,-0.069603577126081,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-13.343034984353277,-0.015919955084455206,0,NA
2013,Dortmund,93974,314108,671,1119,72.11,0.6583,0,21060,FALSE,0.01133068103756596,0.002125498730834785,5.3308340641143825,0.013456179768400744,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-13.880690574894576,-0.0302848420213343,0,NA
2013,Dresden,56528,295523,335,810,88.48,0.6,1,19500,FALSE,0.015154481288424337,0.0020879809383445025,7.2579595963361,0.01724246222676884,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-5.279332337818322,-0.006742144615503709,0,NA
2013,Duisburg,81418,265765,235,444,58.59,0.6479,0,20964,FALSE,-0.015096226682967284,0.0012668174800445353,-11.916654862101028,-0.013829409202922749,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-15.180925971330561,-0.028588935346805955,0,NA
2013,Düsseldorf,188603,571576,4231,9343,102.22,0.5091,0,23808,FALSE,0.03367387347835593,0.011599904240309211,2.90294409167108,0.04527377771866514,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-0.3177770818120561,0.011078703626734465,0,NA
2013,Erfurt,27475,116746,169,271,107.53,NA,NA,21804,FALSE,0.03299373070304501,0.0020251628790786125,16.29188992346934,0.03501889358212362,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,1.7147179243410047,0.0057775668343929,0,NA
2013,Frankfurt,76825,365262,559,2828,110.24,0.4497,0,18456,FALSE,0.04140423396647264,0.0052748940693068125,7.849301506809913,0.04667912803577945,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,1.839581682208097,0.015151835247851908,1,NA
2013,Hamburg,246373,904821,1906,5952,123.03,0.535,0,23448,FALSE,0.05276048476180595,0.0028656978245846787,18.411042612091332,0.05562618258639063,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,2.472307560294904,0.010321072351205496,1,NA
2013,Karlsruhe,611251,1364970,3866,7297,106.76,0.2478,0,24420,FALSE,0.04402609167601734,0.0043201403863379895,10.190893753185762,0.04834623206235533,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-1.5458283352007023,-0.0026548692313060895,0,NA
2013,Köln,272930,805086,6117,13577,103.93,0.7003,0,22884,FALSE,0.030117069121310625,0.011934174539915077,2.523598848046087,0.0420512436612257,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-0.25365078851871975,0.011168511039730822,0,NA
2013,Lübeck,42488,118530,48,160,93.2,0.1959,0,22032,FALSE,0.04418711465184999,0.0035488190346282256,12.451216650014118,0.047735933686478216,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-3.012979388957374,-0.0053844247853347404,0,NA
2013,München,155599,802717,2098,8225,138.74,0.33,0,27648,FALSE,0.07839245011767404,0.005833753518550866,13.437737790668113,0.0842262036362249,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,0.041384530958944295,0.009533481829881563,1,NA
2013,Münster,152195,317619,4265,8923,101.91,0.3931,0,22440,FALSE,0.04115253297734811,0.01919373245503153,2.144060988333731,0.06034626543237964,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-0.4092653495626265,0.014097970553182737,0,NA
2013,Potsdam,36826,110506,956,1593,143.82,0.2,1,21648,FALSE,0.046251344791040205,0.011163777149430176,4.142983523582874,0.05741512194047038,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,2.2044471927959,0.03506779626038492,0,NA
2013,Stuttgart,884133,1955770,5269,12122,108.5,0.2979,0,26220,FALSE,0.030028732525701596,0.004560948418043997,6.5838790035208685,0.03458968094374559,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-0.4036018480703595,0.0032315645834078977,0,NA
2013,Wiesbaden,37282,141109,214,524,92.13,0.2235,0,27384,FALSE,0.02796986423461978,0.0024601368842842586,11.369230880320389,0.030430001118904038,7.553630551573006,0.04366251068994542,-0.406433598816493,0.004504565708900399,-3.259587628534946,-0.006138568888319318,0,NA
2014,Berlin,336737,1936204,4262,14138,118.25,0.3703,0,20796,FALSE,0.06977326607377798,0.0032499095290821067,21.469294898644304,0.07302317560286009,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,3.7423465922388974,0.008892512762659344,1,2010-2014
2014,Bonn,55839,164962,145,769,104.62,0.472,0,26268,FALSE,0.044112091674809895,0.003418592155893352,12.903584184139817,0.047530683830703246,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-0.4899857094910786,0.001964162315567064,0,2010-2014
2014,Chemnitz,33176,169815,206,410,53.92,0.25,1,19800,FALSE,-0.04564973013230389,0.0010432121897487878,-43.75881587742628,-0.0446065179425551,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-44.419267868749124,-0.049206683654601124,0,2010-2014
2014,Dortmund,94645,315227,423,948,73.84,0.6583,0,21396,FALSE,0.00898589545083528,0.0023390955092410515,3.8416111763434855,0.011324990960076331,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-8.307222354461521,-0.016894984415285585,0,2010-2014
2014,Dresden,56863,296333,438,1298,93.85,0.6,1,20148,FALSE,0.026563415869137907,0.0023106470516434108,11.496094070379595,0.028874062920781318,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-5.9163090356812615,-0.007370583795724528,0,2010-2014
2014,Duisburg,81653,266209,277,493,59.11,0.6479,0,21228,FALSE,-0.01966126508145105,0.0013479882761189277,-14.585635075446618,-0.018313276805332124,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-10.74700134204415,-0.01695597168159646,0,2010-2014
2014,Düsseldorf,192834,580919,4497,11590,111.44,0.5091,0,24504,FALSE,0.04583200995315484,0.012162556353118026,3.7682875723248115,0.057994566306272866,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,0.04802076453642803,0.015223318669881802,0,2010-2014
2014,Erfurt,27644,117017,168,342,115.08,NA,NA,22080,FALSE,0.04205139651542211,0.0020861963921954274,20.156969244477004,0.04413759290761754,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,13.974494419923648,0.02573533022117358,0,2010-2014
2014,Frankfurt,77384,368090,583,3607,116.12,0.4497,0,18540,FALSE,0.04444153810486551,0.005381799173175494,8.257747395401802,0.049823337278041,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,2.7965827389881857,0.020069507640922968,0,2010-2014
2014,Hamburg,248279,910773,1356,6086,129.62,0.535,0,24192,FALSE,0.051454806564958044,0.0034655750609746683,14.847407907675429,0.05492038162593271,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,5.3426141276846995,0.019291467377245963,1,2010-2014
2014,Karlsruhe,615117,1372267,4249,8479,110.31,0.2478,0,24168,FALSE,0.039671745968862915,0.004320350087066549,9.182530389753534,0.043992096055929464,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,0.03316095807689086,0.004805473723853204,0,2010-2014
2014,Köln,279047,818663,6547,15989,110.56,0.7003,0,23484,FALSE,0.04055540637184607,0.012458605178693904,3.2552124246783207,0.053014011550539974,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-0.29807725653904366,0.009649815181576482,0,2010-2014
2014,Lübeck,42536,118690,284,468,95.06,0.1959,0,22332,FALSE,0.040619765123256046,0.0027575213068158355,14.730535362629888,0.04337728643007188,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-2.244672209003331,-0.003765820776990614,0,2010-2014
2014,München,157697,810942,1825,7585,149.75,0.33,0,28488,FALSE,0.08118508470710162,0.006480931114797084,12.526762477345587,0.0876660158218987,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,1.9077136547156623,0.025634954170242974,1,2010-2014
2014,Münster,156460,326542,4109,8853,112.41,0.3931,0,22932,FALSE,0.05497240989062213,0.020952552763594312,2.6236616850877637,0.07592496265421644,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,0.17984988641297428,0.02483648557289242,0,2010-2014
2014,Potsdam,37782,112099,967,1834,144.97,0.2,1,22092,FALSE,0.041392957701584354,0.01118662999818576,3.700216929343103,0.052579587699770114,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,3.3712448870059273,0.045532645435996555,0,2010-2014
2014,Stuttgart,889402,1967892,5411,13505,116.88,0.2979,0,27000,FALSE,0.044356030448592376,0.0047261887265903635,9.385158531447887,0.04908221917518274,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-0.5457715561080935,0.0022985860422733984,0,2010-2014
2014,Wiesbaden,37496,141633,110,549,93.31,0.2235,0,27708,FALSE,0.028243158292642567,0.002587157886603464,10.916673635918464,0.03083031617924603,9.283844460600712,0.04830645150294299,-0.1324581492310764,0.006848993243256274,-2.2028457234068552,-0.0033153523868060253,0,2010-2014
2015,Berlin,340999,1950342,4022,17408,128.88,0.3703,0,21036,FALSE,0.073076396563589,0.004000515499166912,18.266745017937513,0.07707691206275591,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,6.072242096130504,0.016186091011424653,0,NA
2015,Bonn,55984,165731,239,1156,101.34,0.472,0,26232,FALSE,0.028748017357563604,0.003612073997595333,7.958867226059607,0.03236009135515894,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,2.415058263043528,0.012309296381652901,0,NA
2015,Chemnitz,33382,170225,204,426,53.26,0.25,1,20460,FALSE,-0.027027811053017325,0.0013448123116561739,-20.097831361858834,-0.02568299874136115,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,-62.14104168161734,-0.06194904361569242,0,NA
2015,Dortmund,95068,316175,348,897,76.22,0.6583,0,21900,FALSE,0.011512887536135219,0.002303810865649014,4.997323221188943,0.013816698401784233,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,-7.248121782400657,-0.013366904654146028,0,NA
2015,Dresden,57301,297631,373,1507,99.58,0.6,1,20304,FALSE,0.04085982441094038,0.002833446080986901,14.420540657229918,0.04369327049192728,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,-7.19787793703949,-0.00876840197828832,0,NA
2015,Duisburg,81930,266702,186,370,54.87,0.6479,0,21504,FALSE,-0.025204237858314715,0.001480104249433234,-17.02869096414391,-0.02372413360888148,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,-12.907094611907485,-0.018145453912159604,0,NA
2015,Düsseldorf,197331,592509,4183,9495,118.79,0.5091,0,25080,FALSE,0.05071232948021143,0.013173534288939193,3.849561428840754,0.06388586376915062,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,1.3503095585204268,0.03084674270933463,0,NA
2015,Erfurt,27812,117359,226,287,121.72,NA,NA,22236,FALSE,0.03452594435837053,0.0019731288907496314,17.498068433458208,0.03649907324912016,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,17.691990644058283,0.03624011002053806,0,NA
2015,Frankfurt,77967,371697,407,4119,124.96,0.4497,0,18432,FALSE,0.048376259227055574,0.005862312284718341,8.252078169421479,0.054238571511773914,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,4.733823476843753,0.03185278529989888,0,NA
2015,Hamburg,249635,916859,1760,7665,138.53,0.535,0,24612,FALSE,0.04928922997156371,0.004119536225179354,11.964752165619755,0.05340876619674306,9.285896919445804,0.05382366885425849,1.3324884929537646,0.017268841560942993,12.54204062180998,0.038350336042981326,0,NA
